,ticker,last_date_in_db,last_date_retrieved,records_retrieved,records_updated,status,loop_time,capture_date
601,JLL,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
602,JNJ,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
603,JNPR,2023-11-30,2024-01-12,62,20,succesful_update,1.51,2024-01-15
604,JPM,2023-11-30,2024-01-12,62,20,succesful_update,1.93,2024-01-15
605,JSM,2023-11-30,2024-01-12,62,20,succesful_update,1.34,2024-01-15
606,JSM,2023-11-30,1980-12-31,62,20,failed_push_to_db,2.62,2024-01-15
607,JWN,2023-11-30,2024-01-12,62,20,succesful_update,1.86,2024-01-15
608,K,2023-11-30,2024-01-12,62,20,succesful_update,1.32,2024-01-15
609,KAR,2023-11-30,2024-01-12,62,20,succesful_update,1.2,2024-01-15
610,KBR,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
611,KDP,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
612,KEX,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
613,KEY,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
614,KEYS,2023-11-30,2024-01-12,62,20,succesful_update,1.25,2024-01-15
615,KFY,2023-11-30,2024-01-12,62,20,succesful_update,1.32,2024-01-15
616,KHC,2023-11-30,2024-01-12,62,20,succesful_update,1.36,2024-01-15
617,KIM,2023-11-30,2024-01-12,62,20,succesful_update,1.58,2024-01-15
618,KLAC,2023-11-30,2024-01-12,62,20,succesful_update,1.75,2024-01-15
619,KMB,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
620,KMI,2023-11-30,2024-01-12,62,20,succesful_update,1.14,2024-01-15
621,KMPR,2023-11-30,2024-01-12,62,20,succesful_update,1.23,2024-01-15
622,KMX,2023-11-30,2024-01-12,62,20,succesful_update,1.08,2024-01-15
623,KNX,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
624,KO,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
625,KR,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
626,KRC,2023-11-30,2024-01-12,62,20,succesful_update,1.1,2024-01-15
627,KREF,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
628,KRG,2023-11-30,2024-01-12,62,20,succesful_update,1.18,2024-01-15
629,KSS,2023-11-30,2024-01-12,62,20,succesful_update,1.12,2024-01-15
630,KW,2023-11-30,2024-01-12,62,20,succesful_update,1.49,2024-01-15
631,KWR,2023-11-30,2024-01-12,62,20,succesful_update,1.61,2024-01-15
632,L,2023-11-30,2024-01-12,62,20,succesful_update,2.24,2024-01-15
633,LAD,2023-11-30,2024-01-12,62,20,succesful_update,1.68,2024-01-15
634,LADR,2023-11-30,2024-01-12,62,20,succesful_update,1.32,2024-01-15
635,LAMR,2023-11-30,2024-01-12,62,20,succesful_update,1.1,2024-01-15
636,LBRDA,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
637,LBRDK,2023-11-30,2024-01-12,62,20,succesful_update,1.12,2024-01-15
638,LBRDP,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
639,LBTYA,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
640,LBTYB,2023-11-30,2024-01-12,61,19,succesful_update,1.05,2024-01-15
641,LBTYK,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
642,LCID,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
643,LCII,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
644,LDOS,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
645,LEA,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
646,LEG,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
647,LEN,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
648,LEVI,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
649,LFUS,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
650,LGIH,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
651,LH,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
652,LHCG,2023-02-21,1980-12-31,0,0,failed_no_data,1.03,2024-01-15
653,LHX,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
654,LILA,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
655,LILAK,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
656,LIN,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
657,LITE,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
658,LKQ,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
659,LLY,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
660,LMT,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
661,LNC,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
662,LNG,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
663,LNT,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
664,LNW,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
665,LOGI,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
666,LPX,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
667,LRCX,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
668,LSI,2023-07-19,1980-12-31,0,0,failed_no_data,0.98,2024-01-15
669,LSXMA,2023-11-30,2024-01-12,62,20,succesful_update,1.08,2024-01-15
670,LSXMB,2023-11-17,2024-01-12,24,11,succesful_update,1.15,2024-01-15
671,LSXMK,2023-11-30,2024-01-12,62,20,succesful_update,1.19,2024-01-15
672,LULU,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
673,LUMN,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
674,LUV,2023-11-30,2024-01-12,62,20,succesful_update,0.99,2024-01-15
675,LVS,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
676,LXP,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
677,LYB,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
678,LYFT,2023-11-30,2024-01-12,62,20,succesful_update,1.0,2024-01-15
679,LYV,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
680,M,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
681,MA,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
682,MAA,2023-11-30,2024-01-12,62,20,succesful_update,1.14,2024-01-15
683,MAC,2023-11-30,2024-01-12,62,20,succesful_update,1.47,2024-01-15
684,MAN,2023-11-30,2024-01-12,62,20,succesful_update,1.09,2024-01-15
685,MANT,2022-09-13,1980-12-31,0,0,failed_no_data,1.16,2024-01-15
686,MAR,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
687,MAT,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
688,MATX,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
689,MAXR,2023-05-02,1980-12-31,0,0,failed_no_data,1.12,2024-01-15
690,MCHP,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
691,MCK,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
692,MCO,2023-11-30,2024-01-12,62,20,succesful_update,1.0,2024-01-15
693,MDC,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
694,MDLZ,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
695,MDT,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
696,MDU,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
697,MELI,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
698,MET,2023-11-30,2024-01-12,62,20,succesful_update,1.17,2024-01-15
699,META,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
700,MFA,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
701,MGEE,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
702,MGM,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
703,MHK,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
704,MHO,2023-11-30,2024-01-12,62,20,succesful_update,1.11,2024-01-15
705,MIDD,2023-11-30,2024-01-12,62,20,succesful_update,1.11,2024-01-15
706,MIR,2023-11-30,2024-01-12,62,20,succesful_update,1.21,2024-01-15
707,MKL,2023-11-30,2024-01-12,62,20,succesful_update,1.09,2024-01-15
708,MKSI,2023-11-30,2024-01-12,62,20,succesful_update,2.09,2024-01-15
709,MLHR,2021-10-05,1980-12-31,0,0,failed_no_data,1.17,2024-01-15
710,MLKN,2023-11-30,2024-01-12,62,20,succesful_update,1.11,2024-01-15
711,MLM,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
712,MMC,2023-11-30,2024-01-12,62,20,succesful_update,1.13,2024-01-15
713,MMM,2023-11-30,2024-01-12,62,20,succesful_update,1.6,2024-01-15
714,MMS,2023-11-30,2024-01-12,62,20,succesful_update,1.68,2024-01-15
715,MNDT,2022-09-09,1980-12-31,0,0,failed_no_data,1.61,2024-01-15
716,MNST,2023-11-30,2024-01-12,62,20,succesful_update,1.61,2024-01-15
717,MOS,2023-11-30,2024-01-12,62,20,succesful_update,1.27,2024-01-15
718,MPC,2023-11-30,2024-01-12,62,20,succesful_update,1.18,2024-01-15
719,MPLN,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
720,MPLX,2023-11-30,2024-01-12,62,20,succesful_update,1.14,2024-01-15
721,MPW,2023-11-30,2024-01-12,62,20,succesful_update,1.18,2024-01-15
722,MRK,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
723,MRNA,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
724,MRO,2023-11-30,2024-01-12,62,20,succesful_update,1.0,2024-01-15
725,MRVL,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
726,MS,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
727,MSFT,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
728,MTB,2023-11-30,2024-01-12,62,20,succesful_update,1.08,2024-01-15
729,MTDR,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
730,MTH,2023-11-30,2024-01-12,62,20,succesful_update,1.09,2024-01-15
731,MTN,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
732,MTX,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
733,MTZ,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
734,MU,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
735,MUR,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
736,NAVI,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
737,NBR,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
738,NCLH,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
739,NCR,2023-08-31,1980-12-31,0,0,failed_no_data,0.84,2024-01-15
740,NDAQ,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
741,NDSN,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
742,NEE,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
743,NEM,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
744,NEP,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
745,NFG,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
746,NFLX,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
747,NI,2023-11-30,2024-01-12,62,20,succesful_update,1.08,2024-01-15
748,NIMC,2023-11-30,2023-11-30,33,0,succesful_update,1.0,2024-01-15
749,NJR,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
750,NKE,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
751,NLSN,2022-10-11,1980-12-31,0,0,failed_no_data,0.96,2024-01-15
752,NLY,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
753,NMRK,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
754,NNI,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
755,NNN,2023-11-30,2024-01-12,62,20,succesful_update,1.0,2024-01-15
756,NOC,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
757,NOV,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
758,NOW,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
759,NRG,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
760,NRZ,2022-08-01,1980-12-31,0,0,failed_no_data,0.83,2024-01-15
761,NS,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
762,NSA,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
763,NSC,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
764,NSIT,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
765,NSS,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
766,NTAP,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
767,NTCT,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
768,NTRS,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
769,NTRSO,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
770,NUE,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
771,NVDA,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
772,NVR,2023-11-30,2024-01-12,62,20,succesful_update,1.22,2024-01-15
773,NVST,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
774,NVT,2023-11-30,2024-01-12,62,20,succesful_update,1.16,2024-01-15
775,NWE,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
776,NWL,2023-11-30,2024-01-12,62,20,succesful_update,1.08,2024-01-15
777,NWN,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
778,NWS,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
779,NWSA,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
780,NXPI,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
781,NXST,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
782,NYCB,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
783,NYMT,2023-11-30,2024-01-12,62,20,succesful_update,1.0,2024-01-15
784,NYMTL,2023-11-30,2024-01-12,61,20,succesful_update,1.02,2024-01-15
785,NYMTM,2023-11-30,2024-01-12,62,20,succesful_update,1.0,2024-01-15
786,NYMTN,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
787,NYMTP,2021-12-17,1980-12-31,0,0,failed_no_data,1.29,2024-01-15
788,NYT,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
789,O,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
790,OC,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
791,ODFL,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
792,ODP,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
793,OFC,2023-08-31,1980-12-31,0,0,failed_no_data,0.83,2024-01-15
794,OGCP,2023-11-29,2024-01-12,40,16,succesful_update,1.04,2024-01-15
795,OGE,2023-11-30,2024-01-12,62,20,succesful_update,1.1,2024-01-15
796,OGS,2023-11-30,2024-01-12,62,20,succesful_update,1.19,2024-01-15
797,OHI,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
798,OI,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
799,OKE,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
800,OKTA,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
801,OLN,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
802,OMC,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
803,OMF,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
804,OMI,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
805,ON,2023-11-30,2024-01-12,62,20,succesful_update,1.19,2024-01-15
806,ONB,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
807,OPI,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
808,OPK,2023-11-30,2024-01-12,62,20,succesful_update,1.08,2024-01-15
809,ORA,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
810,ORCL,2023-11-30,2024-01-12,62,20,succesful_update,1.86,2024-01-15
811,ORI,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
812,OSK,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
813,OTEX,2023-11-30,2024-01-12,62,20,succesful_update,1.09,2024-01-15
814,OTTR,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
815,OUT,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
816,OVV,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
817,OXY,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
818,PAA,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
819,PACW,2023-11-30,2023-11-30,33,0,succesful_update,1.0,2024-01-15
820,PAG,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
821,PAGP,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
822,PARA,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
823,PAYC,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
824,PAYX,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
825,PB,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
826,PBF,2023-11-30,2024-01-12,62,20,succesful_update,1.08,2024-01-15
827,PBH,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
828,PCG,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
829,PCGU,2023-08-15,1980-12-31,0,0,failed_no_data,0.95,2024-01-15
830,PCH,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
831,PDCE,2023-08-04,1980-12-31,0,0,failed_no_data,0.95,2024-01-15
832,PDM,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
833,PEAK,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
834,PEB,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
835,PEG,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
836,PENN,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
837,PEP,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
838,PFE,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
839,PFG,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
840,PFGC,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
841,PFH,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
842,PFSI,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
843,PG,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
844,PGR,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
845,PGRE,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
846,PH,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
847,PHM,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
848,PII,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
849,PINC,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
850,PINS,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
851,PK,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
852,PKG,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
853,PKI,2023-05-15,1980-12-31,0,0,failed_no_data,0.97,2024-01-15
854,PLD,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
855,PNC,2023-11-30,2024-01-12,62,20,succesful_update,1.0,2024-01-15
856,PNFP,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
857,PNFPP,2023-11-30,2024-01-12,62,20,succesful_update,1.08,2024-01-15
858,PNM,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
859,PNR,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
860,PNW,2023-11-30,2024-01-12,62,20,succesful_update,1.0,2024-01-15
861,POL,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
862,POOL,2023-11-30,2024-01-12,62,20,succesful_update,1.0,2024-01-15
863,POR,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
864,POST,2023-11-30,2024-01-12,62,20,succesful_update,1.14,2024-01-15
865,PPBI,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
866,PPC,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
867,PPG,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
868,PPL,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
869,PR,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
870,PRAA,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
871,PRGO,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
872,PRMW,2023-11-30,2024-01-12,62,20,succesful_update,1.09,2024-01-15
873,PRU,2023-11-30,2024-01-12,62,20,succesful_update,1.19,2024-01-15
874,PSA,2023-11-30,2024-01-12,62,20,succesful_update,1.34,2024-01-15
875,PSB,2022-07-19,1980-12-31,0,0,failed_no_data,0.98,2024-01-15
876,PSN,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
877,PSX,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
878,PTC,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
879,PTEN,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
880,PVH,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
881,PWR,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
882,PXD,2023-11-30,2024-01-12,62,20,succesful_update,1.19,2024-01-15
883,PYPL,2023-11-30,2024-01-12,62,20,succesful_update,1.14,2024-01-15
884,QCOM,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
885,QRTEA,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
886,QRTEB,2023-11-30,2024-01-12,62,20,succesful_update,1.13,2024-01-15
887,QRTEP,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
888,QRVO,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
889,QSR,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
890,R,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
891,RBC,2023-11-30,2024-01-12,62,20,succesful_update,1.47,2024-01-15
892,RBC,2023-11-30,1980-12-31,62,20,failed_push_to_db,1.2,2024-01-15
893,RC,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
894,RCL,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
895,RE,2023-07-07,1980-12-31,0,0,failed_no_data,0.83,2024-01-15
896,REG,2023-11-30,2024-01-12,62,20,succesful_update,1.1,2024-01-15
897,REGN,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
898,REXR,2023-11-30,2024-01-12,62,20,succesful_update,1.61,2024-01-15
899,REZI,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
900,RF,2023-11-30,2024-01-12,62,20,succesful_update,1.18,2024-01-15
